PROVINCIA,CÓD ESPECIE,ESPECIE,PARÁMETRO,FORMA DE CUBICACIÓN,MODELO,A,B,C,D,P,Q,R
46,56,Ulmus minor,IAVC,5,21,0.0,0.0,0.000448740294232124,-3.37982354813194e-07,0.0,0.0,0.0
46,56,Ulmus minor,VLE,5,12,0.0,0.0,0.0,0.0,1.27e-05,2.57913,0.0
46,357,Salix atrocinerea,VCC,5,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629
46,357,Salix atrocinerea,VSC,5,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0
46,357,Salix atrocinerea,IAVC,5,21,0.0,0.0,0.000104717311529755,-3.18644671195437e-07,0.0,0.0,0.0
46,357,Salix atrocinerea,VLE,5,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0
46,58,Populus nigra,VCC,2,11,0.0,0.0,0.0,0.0,0.0006059,1.85911,1.00918
46,58,Populus nigra,VSC,2,7,-4.59,0.8151141,1.03e-05,0.0,0.0,0.0,0.0
46,58,Populus nigra,IAVC,2,21,0.0,0.0,0.000448740294232124,-3.37982354813194e-07,0.0,0.0,0.0
46,58,Populus nigra,VLE,2,12,0.0,0.0,0.0,0.0,0.0001247,2.16723,0.0
46,58,Populus nigra,VCC,3,11,0.0,0.0,0.0,0.0,0.0005127,2.23536,0.11818
46,58,Populus nigra,VSC,3,7,-1.64,0.9594182,-0.0046489,0.0,0.0,0.0,0.0
46,58,Populus nigra,IAVC,3,21,0.0,0.0,0.000448740294232124,-3.37982354813194e-07,0.0,0.0,0.0
46,58,Populus nigra,VLE,3,12,0.0,0.0,0.0,0.0,0.0001247,2.16723,0.0
46,58,Populus nigra,VCC,5,11,0.0,0.0,0.0,0.0,0.0009998,1.8202,0.74247
46,58,Populus nigra,VSC,5,7,-1.58,0.7969857,1.88e-05,0.0,0.0,0.0,0.0
46,58,Populus nigra,IAVC,5,21,0.0,0.0,0.000448740294232124,-3.37982354813194e-07,0.0,0.0,0.0
46,58,Populus nigra,VLE,5,12,0.0,0.0,0.0,0.0,0.0001247,2.16723,0.0
46,258,Populus x canadensis,VCC,1,11,0.0,0.0,0.0,0.0,0.0006059,1.85911,1.00918
46,258,Populus x canadensis,VSC,1,7,-4.59,0.8151141,1.03e-05,0.0,0.0,0.0,0.0
46,258,Populus x canadensis,IAVC,1,19,12.5100949584395,-0.158528967374758,0.000763999369000794,-3.13450067834625e-07,0.0,0.0,0.0
46,258,Populus x canadensis,VLE,1,12,0.0,0.0,0.0,0.0,0.0001247,2.16723,0.0
46,258,Populus x canadensis,VCC,2,11,0.0,0.0,0.0,0.0,0.0006059,1.85911,1.00918
46,258,Populus x canadensis,VSC,2,7,-4.59,0.8151141,1.03e-05,0.0,0.0,0.0,0.0
